COMMUNE_NOM,COLL_SIRET,ANIMATIONS,DATE DEBUT,DATE FIN,ORGANISATEUR,LIEU 1,LIEU 2,LIEU 3
Antibes,21060004500012,Finale Basket Fauteuil HandiBasket - Trophée Maurice Schoenacker,2022-04-30,2022-05-01,,Azurarena Antibes ,,
Antibes,21060004500012,Tournoi de Tennis des Semboules,2022-04-30,2022-05-15,ASSA Tennis,Tennis des Semboules,,
Antibes,21060004500012,Tournoi Football JSJLP,2022-05-01,2022-05-01,Jeunesse Sportive de Juan-les-Pins,Stade Gilbert Auvergne,,
Antibes,21060004500012,Ocean Canoe Experience,2022-05-01,2022-05-01,Antibes Skoal,Base Nautique du Ponteil,,
Antibes,21060004500012,Tournoi 3X3,2022-05-04,2022-05-04,,Azurarena Antibes ,,
Antibes,21060004500012,Les Harlems Globe Trotter,2022-05-06,2022-05-06,,Azurarena Antibes ,,
Antibes,21060004500012,Match amical Club,2022-05-08,2022-05-08,Tir Sportif d'Antibes,ZI des 3 Moulins,,
Antibes,21060004500012,Tournoi du 8 mai,2022-05-08,2022-05-08,CDJ Antibes,Stade des 3 moulins,,
Antibes,21060004500012,Open de Tennis Adultes,2022-05-12,2022-05-27,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,34ème journée du championnat de Pro B 2021-2022,2022-05-13,2022-05-13,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Nuit du Hand ,2022-05-14,2022-05-14,OAJLP Handball,Salle Saint Claude,,
Antibes,21060004500012,Départemental 25/50m,2022-05-14,2022-05-15,Tir Sportif d'Antibes,ZI des 3 Moulins,,
Antibes,21060004500012,24h de nage avec palme,2022-05-14,2022-05-15,Spondyle Club d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,La Boule Chantante,2022-05-14,2022-05-14,Les Amis de la Pinède - La main tendue,Petite pinède,,
Antibes,21060004500012,Concours d'Agility,2022-05-15,2022-05-15,Amicale du Chien de Travail d'Antibes,ZI des 3 Moulins,,
Antibes,21060004500012,Coupe de France de Beach Volley ,2022-05-15,2022-05-15,OAJLP Volley-ball,Terrains de beach du fort carré,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-05-16,2022-05-17,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,57ème Rallye d'Antibes et Super Spéciale,2022-05-19,2022-05-22,Association Sportive Automobile;Rallye Antibes Association,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-05-20,2022-05-20,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,59ème Challenge DENAPE,2022-05-21,2022-05-22,Compagnie d'Arc d'Antibes,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Tournoi de Footvolley ,2022-05-22,2022-05-22,Association FootVolley Antibes,Terrains de beach du fort carré,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-05-23,2022-05-24,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Pro B - Playoffs Accession 2021-2022,2022-05-23,2022-05-23,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Raid UNSS Antibes 2022,2022-05-25,2022-05-25,UNSS Nice,Plage du Ponteil,,
Antibes,21060004500012,TOP 12 de Gym 1/2 Finale,2022-05-26,2022-05-26,OAJLP Gymnastique ,Salle Pierre Brochard,,
Antibes,21060004500012,Tournoi Football N°2 JSJLP,2022-05-26,2022-05-26,Jeunesse Sportive de Juan-les-Pins,Stade Gilbert Auvergne,,
Antibes,21060004500012,Tournoi International des Vétérans,2022-05-26,2022-05-28,AS Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Concours d'Agility,2022-05-28,2022-05-29,Amicale du Chien de travail d'Antibes,ZI des 3 Moulins,,
Antibes,21060004500012,Tournoi Football N°3 JSJLP,2022-05-29,2022-05-29,Jeunesse Sportive de Juan-les-Pins,Stade Gilbert Auvergne,,
Antibes,21060004500012,Pro B - Playoffs Accession 2021-2022,2022-05-29,2022-05-29,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-05-30,2022-05-31,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-06-02,2022-06-02,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Sport- Co Challenge- Handball,2022-06-02,2022-06-02,Riviera Tag Rugby,Salle Saint Claude,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-06-03,2022-06-03,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Tournoi International U15,2022-06-03,2022-06-05,OAJLP Basket,Stade Foch,,
Antibes,21060004500012,13ème Edition Handiboise,2022-06-04,2022-06-04,Société des Régates d'Antibes,Antibes,,
Antibes,21060004500012,Concours Débutants de Tir à L'Arc,2022-06-04,2022-06-04,Compagnie d'Arc d'Antibes,Stand de tir des 3 moulins ,,
Antibes,21060004500012,Pro B - Playoffs Accession 2021-2022,2022-06-04,2022-06-04,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Tournoi International Jeunes,2022-06-04,2022-06-06,AS Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Semaine Bouliste du Chataignier,2022-06-04,2022-06-07,Amicale Bouliste du Châtaignier,Clos du Châtaignier,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-06-07,2022-06-07,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-06-09,2022-06-09,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,Sport- Co Challenge- VolleyBall,2022-06-09,2022-06-09,Riviera Tag Rugby,Salle Bertone,,
Antibes,21060004500012,Cross des 3ème du Collège Roustan,2022-06-10,2022-06-10,Collège Roustan,Stade du Fort Carré,,
Antibes,21060004500012,Prix Roger BORRIGLION,2022-06-11,2022-06-11,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Pro B - Playoffs Accession 2021-2022,2022-06-11,2022-06-11,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Trust Yourself Contest,2022-06-11,2022-06-12,Club des Jeunes,Stade des 3 moulins,,
Antibes,21060004500012,L'eau pour Rayonner,2022-06-11,2022-06-11,Autisme,Stade Nautique d'Antibes,,
Antibes,21060004500012,Challende BELMAS,2022-06-11,2022-06-12,Rugby Club Sophia Antipolis,Stade Gilbert Auvergne,,
Antibes,21060004500012,Open Footvolley,2022-06-11,2022-06-11,Association FootVolley Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Tournoi de Football reduit Jeunes,2022-06-11,2022-06-11,AS Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Répétition spectacle Ecole de danse,2022-06-11,2022-06-18,Association Pro Dance,Salle Saint Claude,,
Antibes,21060004500012,Sport- Co Challenge- Tag Rugby,2022-06-16,2022-06-16,Riviera Tag Rugby,Stade du Fort Carré,,
Antibes,21060004500012,Tournée Handivoile 06,2022-06-17,2022-06-17,Département des Alpes-Maritimes,Base Nautique du Ponteil,,
Antibes,21060004500012,Nocturne N°1 de Pétanque ,2022-06-17,2022-06-17,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Gala Annuel de Gym ,2022-06-18,2022-06-18,OAJLP Gymnastique ,Salle Pierre Brochard,,
Antibes,21060004500012,Répétition spectacle Ecole de danse,2022-06-18,2022-06-18,Association Pro Dance,Salle Foch,,
Antibes,21060004500012,Traversée de l'Espoir ,2022-06-18,2022-06-18,Le chemin de Maëlline,Base Nautique du Ponteil,,
Antibes,21060004500012,Régional de tir ,2022-06-18,2022-06-19,Tir Sportif d'Antibes,Stand de tir des 3 moulins ,,
Antibes,21060004500012,Azur Contest,2022-06-19,2022-06-19,Azur Skate Board,Stade du Fort Carré,,
Antibes,21060004500012,Rand Cycliste Sapaudia-Monoikos,2022-06-20,2022-06-20,Association La Splaudia,Antibes,,
Antibes,21060004500012,Yoga au Lever du Soleil,2022-06-21,2022-06-21,Institut Français de Yoga Provence Alpes Côte d'Azur,Plage du Ponteil,,
Antibes,21060004500012,2ème Edition Tournoi tennis Ballon,2022-06-22,2022-06-22,Jeunesse Sportive de Juan-les-Pins,Stade Gilbert Auvergne,,
Antibes,21060004500012,Sport- Co Challenge- Football,2022-06-23,2022-06-25,Riviera Tag Rugby,Stade du Fort Carré,,
Antibes,21060004500012,Journée Olympique ,2022-06-24,2022-06-24,CDOS 06,Stade du Fort Carré,,
Antibes,21060004500012,Nocturne N°2 de Pétanque ,2022-06-24,2022-06-24,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Tournoi ,2022-06-25,2022-06-26,Football Club d'Antibes,Stade du Fort carré,,
Antibes,21060004500012,Tournoi ,2022-06-25,2022-06-26,OAJLP Volley-Ball,Stade du Fort Carré,,
Antibes,21060004500012,Sport- Co Challenge- Basket-Ball,2022-06-30,2022-06-30,Riviera Tag Rugby,Salle Foch,,
Antibes,21060004500012,Nocturne N°3 de Pétanque ,2022-07-01,2022-07-01,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Festival Capoeira Côte d'Azur,2022-07-02,2022-07-02,Arte Brasil,Stade Foch,,
Antibes,21060004500012,Selectif Championnat Fédéral Nocturne ,2022-07-02,2022-07-02,Compagnie d'Arc d'Antibes,Stand de tir des 3 moulins ,,
Antibes,21060004500012,Souvenir Pierre Angelini,2022-07-02,2022-07-02,Les Pétanquiers du port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,SUMMER POP ART Skate,2022-07-02,2022-07-02,Azur Skate Board,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Pétanque la Fontonne,2022-07-02,2022-07-02,Association des Commerçants,Place Jean Aude La Fontonne,,
Antibes,21060004500012,Souvenir Michel DEBORD,2022-07-03,2022-07-03,Les Pétanquiers du port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Coupe de France de beach volley ,2022-07-03,2022-07-03,OAJLP Volley-Ball,Terrains de beach du fort carré,,
Antibes,21060004500012,Prix des Commerçants,2022-07-04,2022-07-04,Les Pétanquiers du port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Stage Camp d'été Pole Trampoline,2022-07-04,2022-07-08,,Azurarena Antibes ,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-07-05,2022-07-05,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-06,2022-07-06,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Longe Côte,2022-07-07,2022-07-07,Wild Move ,Plage de la Salis,,
Antibes,21060004500012,SUMMER POP ART Danse,2022-07-08,2022-07-08,Studio Danse,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Nocturne N°4 de Pétanque ,2022-07-08,2022-07-08,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Ski Nautique,2022-07-09,2022-07-09,Belles Rives Ski Nautique Club,Ponton du Belles Rives,,
Antibes,21060004500012,Jeux de Sophia - Tir à l'arc,2022-07-09,2022-07-09,Sophia Club Entreprises,Stand de tir à l'arc des 3 moulins,,
Antibes,21060004500012,SUMMER POP ART Marche active,2022-07-11,2022-07-11,Direction des Sports de la Ville d'Antibes,Place Nationale,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-11,2022-07-11,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Stretching,2022-07-11,2022-07-11,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-07-12,2022-07-12,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-13,2022-07-13,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Pilates,2022-07-13,2022-07-13,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Danse,2022-07-15,2022-07-15,Studio Danse,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Nocturne N°5 de Pétanque ,2022-07-15,2022-07-15,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Tir à l'Arc,2022-07-18,2022-07-18,Direction des Sports de la Ville d'Antibes,Stade des Semboules,,
Antibes,21060004500012,SUMMER POP ART Stretching,2022-07-18,2022-07-18,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-07-19,2022-07-19,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-20,2022-07-20,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Circuit Training,2022-07-20,2022-07-20,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-20,2022-07-20,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Badminton,2022-07-22,2022-07-22,Badminton Club d'Antibes,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Nocturne N°6 de Pétanque ,2022-07-22,2022-07-22,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Ski Nautique,2022-07-23,2022-07-23,Belles Rives Ski Nautique Club,Ponton du Belles Rives,,
Antibes,21060004500012,Baptêmes de plongées ,2022-07-24,2022-07-24,Handisub 06,Handi Plage de la Salis,,
Antibes,21060004500012,SUMMER POP ART Longe Côte,2022-07-25,2022-07-25,Wild Move ,Plage de la Salis,,
Antibes,21060004500012,SUMMER POP ART Stretching,2022-07-25,2022-07-25,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-07-26,2022-07-26,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Abdos Fessiers,2022-07-27,2022-07-27,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-07-27,2022-07-27,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Marche active,2022-07-27,2022-07-27,Direction des Sports de la Ville d'Antibes,Place Nationale,,
Antibes,21060004500012,Nocturne N°7 de Pétanque ,2022-07-29,2022-07-29,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Danse,2022-07-29,2022-07-29,Studio Danse,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Mondial Footvolley,2022-07-30,2022-07-31,Association FootVolley Antibes,Pinède Gould,,
Antibes,21060004500012,SUMMER POP ART Tir à l'Arc,2022-08-01,2022-08-01,Direction des Sports de la Ville d'Antibes,Stade des Semboules,,
Antibes,21060004500012,SUMMER POP ART Stretching,2022-08-01,2022-08-01,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-08-02,2022-08-02,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-03,2022-08-03,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Fitness Run,2022-08-03,2022-08-03,Direction des Sports de la Ville d'Antibes,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Salsa Batchata,2022-08-05,2022-08-05,Somos Latinos,Place Mariejol,,
Antibes,21060004500012,Nocturne N°8 de Pétanque ,2022-08-05,2022-08-05,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Roller,2022-08-06,2022-08-07,Roller Skate Club d'Antibes,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-08,2022-08-08,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-08-09,2022-08-09,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Abdos Fessiers,2022-08-10,2022-08-10,Direction des Sports de la Ville d'Antibes,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-10,2022-08-10,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,Nocturne N°9 de Pétanque ,2022-08-12,2022-08-12,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Salsa Batchata,2022-08-12,2022-08-12,Somos Latinos,Place Mariejol,,
Antibes,21060004500012,Baptêmes de plongées ,2022-08-14,2022-08-14,Handisub 06,Handi Plage de la Salis,,
Antibes,21060004500012,SUMMER POP ART Circuit Training,2022-08-16,2022-08-16,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-08-16,2022-08-16,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,SUMMER POP ART Renfo Muscu,2022-08-17,2022-08-17,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-17,2022-08-17,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,SUMMER POP ART Salsa Batchata,2022-08-19,2022-08-19,Somos Latinos,Place Mariejol,,
Antibes,21060004500012,Nocturne N°10 de Pétanque ,2022-08-19,2022-08-19,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,SUMMER POP ART Danse,2022-08-19,2022-08-19,Studio Danse,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-22,2022-08-22,Direction des Sports de la Ville d'Antibes,Stade Nautique d'Antibes,,
Antibes,21060004500012,Challenge Marc Grilli,2022-08-22,2022-08-22,Belles Rives Ski Nautique Club,Ponton du Belles Rives,,
Antibes,21060004500012,SUMMER POP ART Biodanza,2022-08-23,2022-08-23,Association Bel Hêtre,Base Nautique du Ponteil,,
Antibes,21060004500012,GAC ELITE Stage,2022-08-23,2022-08-25,,Azurarena Antibes ,,
Antibes,21060004500012,SUMMER POP ART Marche active,2022-08-24,2022-08-24,Direction des Sports de la Ville d'Antibes,Place Nationale,,
Antibes,21060004500012,SUMMER POP ART Aquagym,2022-08-24,2022-08-24,Cercle des Nageurs d'Antibes,Ponteil,,
Antibes,21060004500012,Baptêmes de plongées ,2022-08-24,2022-08-24,Handisub 06,Handi Plage de la Salis,,
Antibes,21060004500012,SUMMER POP ART Danse,2022-08-26,2022-08-26,Studio Danse,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,SUMMER POP ART Badminton,2022-08-26,2022-08-26,Badminton Club d'Antibes,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,SUMMER POP ART Salsa Batchata,2022-08-26,2022-08-26,Somos Latinos,Place Mariejol,,
Antibes,21060004500012,Nocturne N°11 de Pétanque ,2022-08-26,2022-08-26,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Traversée Cors'ar,2022-08-26,2022-09-06,Arch-Event,Mer Antibes calvi Antibes,,
Antibes,21060004500012,Grand prix des verriers,2022-08-27,2022-08-27,Vélo Sprint Biotois,Biot,,
Antibes,21060004500012,SUMMER POP ART Skate,2022-08-28,2022-08-28,Azur Skate Board,Pré des Pêcheurs,Avenue du 11 novembre,
Antibes,21060004500012,Tournoi Jeunes,2022-08-28,2022-08-28,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Nocturne N°12 de Pétanque ,2022-09-02,2022-09-02,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Souvenir Maéva Podair,2022-09-03,2022-09-03,Les Amis de la Pinède,Square Gould,,
Antibes,21060004500012,Fête de la Jeunesse et des Sports,2022-09-04,2022-09-04,Direction des Sports de la Ville d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Régate VRC RG 65,2022-09-04,2022-09-04,Société des Régates d'Antibes,Base Nautique du Ponteil,,
Antibes,21060004500012,Tournoi ITF de Tennis,2022-09-04,2022-09-10,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi de Pré-saison U12-U13,2022-09-10,2022-09-10,AS Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Concours de Pétanque ,2022-09-11,2022-09-11,Les Amis de la Pinède et Bnai Brith Antibes,Petite Pinède,,
Antibes,21060004500012,"Challenge ""Les Rod's d'Antibes""",2022-09-11,2022-09-11,Sport Santé,Base Nautique du Ponteil,,
Antibes,21060004500012,Agence Spartners Stage Trampoline Club Danois,2022-09-12,2022-09-15,,Azurarena Antibes ,,
Antibes,21060004500012,Tournoi de Pré-saison U10 et U11 ,2022-09-17,2022-09-17,AS Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Riviera Tag Rugby Festival 2022,2022-09-17,2022-09-17,Riviera Tag Rugby,Stade Gilbert Auvergne,,
Antibes,21060004500012,Tournoi International de Hockey ,2022-09-17,2022-09-18,ASF Hockey sur Gazon,Terrain N°3 de la Fontonne,,
Antibes,21060004500012,Tournoi National de Tennis de Table,2022-09-17,2022-09-18,,Azurarena Antibes ,,
Antibes,21060004500012,Nat Voiliers Radio-Commandés,2022-09-23,2022-09-25,VRC de la Société des Régates d'Antibes,Base Nautique du Ponteil,,
Antibes,21060004500012,Tournoi Beach Rugby,2022-09-24,2022-09-24,Esprit Passion Ovale Skéma Business School,Plage du Pont du Lys,,
Antibes,21060004500012,1ère Manche du Championnat de France de Footvolley,2022-09-24,2022-09-25,Association FootVolley Antibes,Terrains de beach du fort carré,,
Antibes,21060004500012,Urban trail de la CASA 20 ans,2022-09-25,2022-09-25,CASA,Azurarena Antibes,Sophia Antipolis,
Antibes,21060004500012,Souvenir Michel ROLANDO,2022-09-27,2022-09-27,Les Amis de la Pinède,Petite Pinède,,
Antibes,21060004500012,Compétition Tennis de Table,2022-10-08,2022-10-09,OAJLP Tennis de Table,Azurarena Antibes ,,
Antibes,21060004500012,2ème Journée du championnat de Pro B 2022-2023,2022-10-14,2022-10-14,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Tournoi de pétanque,2022-10-15,2022-10-15,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,43ème Edition de Courir pour une Fleur,2022-10-15,2022-10-16,Direction des Sports de la Ville d'Antibes,Stade du Fort Carré,Square Gould,Cap d'Antibes
Antibes,21060004500012,ASSA Bloc 2022,2022-10-16,2022-10-16,ASSA Escalade,Salle Paul Charpin,,
Antibes,21060004500012,Cross du Cœur ,2022-10-20,2022-10-20,Collège Sidney Bechet,Parc Exflora,,
Antibes,21060004500012,Triathlon des Roses ,2022-10-23,2022-10-23,Antibes Triathlon + ARC,Base Nautique du Ponteil,,
Antibes,21060004500012,Tournoi OPEN Jacques GRIMA,2022-10-26,2022-11-26,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,ZR Team Open d'Antibes,2022-10-29,2022-10-30,,Azurarena Antibes ,,
Antibes,21060004500012,Marathon Nice - Cannes,2022-10-30,2022-10-30,Azur Sport Organisation,Antibes,,
Antibes,21060004500012,6ème Cyclo-Cross des Semboules,2022-10-30,2022-10-30,Olympique Cyclo Club d'Antibes ,Terrain des Semboules,,
Antibes,21060004500012,Journée Bouliste ,2022-11-01,2022-11-01,ASF Boules et AB des Eucalyptus,Clos Borriglion,,
Antibes,21060004500012,4ème Journée du championnat de Pro B 2022-2023,2022-11-04,2022-11-04,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Tournoi de Pétanque ,2022-11-05,2022-11-05,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Compétition Tennis de Table,2022-11-05,2022-11-06,OAJLP Tennis de Table,Azurarena Antibes ,,
Antibes,21060004500012,Equipe Nationale d'Australie Préparation des Trampolinistes pour la Finale des Championnats du Monde,2022-11-08,2022-11-11,,Azurarena Antibes ,,
Antibes,21060004500012,Equipe Nationale du Canada Préparation des Trampolinistes pour la Finale des Championnats du Monde,2022-11-08,2022-11-11,,Azurarena Antibes ,,
Antibes,21060004500012,CROSS du Poilu ,2022-11-10,2022-11-10,Direction des Sports de la Ville d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Challenge BELMAS,2022-11-11,2022-11-12,Rugby Club Sophia Antipolis,Stade Gilbert Auvergne,,
Antibes,21060004500012,Rassemblement Emile ALLO,2022-11-13,2022-11-13,Olympique Cyclo Club d'Antibes,Square Albert 1er ,,
Antibes,21060004500012,Cross du Fort carré ,2022-11-19,2022-11-19,ERAA,Stade du Fort Carré,,
Antibes,21060004500012,30ème trophée Hoang Nam ,2022-11-19,2022-11-20,Ecole Hoang Nam,Salle AAA,,
Antibes,21060004500012,6ème Journée du championnat de Pro B 2022-2023,2022-11-25,2022-11-25,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,8ème Journée du championnat de Pro B 2022-2023,2022-12-02,2022-12-02,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Régate VRC RG 65,2022-12-04,2022-12-04,Société des Régates d'Antibes,Base Nautique du Ponteil,,
Antibes,21060004500012,Compétition Tennis de Table,2022-12-10,2022-12-11,OAJLP Tennis de Table,Azurarena Antibes ,,
Antibes,21060004500012,Triathlon de la St Sylvestre,2022-12-11,2022-12-11,Antibes Triathlon,Square Gould,,
Antibes,21060004500012,Challenge Lesage ,2022-12-11,2022-12-11,Compagnie d'Arc d'Antibes,Stand de tir des 3 moulins ,,
Antibes,21060004500012,Tournoi Orange 7/10 ans,2022-12-11,2022-12-11,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi Orange 7/10 ans,2022-12-18,2022-12-18,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,11ème Journée du championnat de Pro B 2022-2023,2022-12-20,2022-12-20,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,12ème Journée du championnat de Pro B 2022-2023,2022-12-23,2022-12-23,Sharks d'Antibes,Azurarena Antibes ,,
Antibes,21060004500012,Bain du jour de l'An,2023-01-01,2023-01-01,Daye One Antibes,Plage de la Salis ,,
Antibes,21060004500012,Régate de Ligue 420,2023-01-07,2023-01-08,S.R.A,Base Nautique du Ponteil,,
Antibes,21060004500012,Championnat Départemental de gym ,2023-01-14,2023-01-14,OAJLP Gymnastique,Salle Pierre Brochard,,
Antibes,21060004500012,Championnat par équipes d'échec départ et national ,2023-01-15,2023-01-15,Le séchiquiers Antibois,Salle Associative base nautique du Ponteil,,
Antibes,21060004500012,Journée des PMM,2023-01-21,2023-01-21,Ville d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Remise des prix ,2023-01-21,2023-01-21,APPA,Club Port Vauban,,
Antibes,21060004500012,Le Calvaire Trail Longe Côte ,2023-01-29,2023-01-29,Wild Move ,Plage de la sallis - bois de la Garoupe,,
Antibes,21060004500012,Souvenir Albert Triton ,2023-01-29,2023-01-29,Antibes Vélo Passion,Parking du Ponteil,,
Antibes,21060004500012,Championnat Départemental par équipe de gym ,2023-02-04,2023-02-04,OAJLP Gymnastique,Salle Pierre Brochard,,
Antibes,21060004500012,Reception Presentation Club ,2023-02-08,2023-02-08,Société des Régates d'Antibes,Base Nautique du Ponteil,,
